FMT, 128, 89, FMT, BBnNZ, Type,Length,Name,Format,Columns
FMT, 129, 31, PARM, QNf, TimeUS,Name,Value
FMT, 130, 50, GPS, QBIHBcLLeeEefB, TimeUS,Status,GMS,GWk,NSats,HDop,Lat,Lng,RAlt,Alt,Spd,GCrs,VZ,U
FMT, 132, 49, IMU, QffffffIIfBB, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,ErrG,ErrA,Temp,GyHlt,AcHlt
FMT, 133, 75, MSG, QZ, TimeUS,Message
FMT, 134, 39, RCIN, Qhhhhhhhhhhhhhh, TimeUS,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
FMT, 135, 35, RCOU, Qhhhhhhhhhhhh, TimeUS,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12
FMT, 137, 25, BARO, Qffcf, TimeUS,Alt,Press,Temp,CRt
FMT, 138, 17, POWR, QCCH, TimeUS,Vcc,VServo,Flags
FMT, 145, 45, CMD, QHHHfffffff, TimeUS,CTot,CNum,CId,Prm1,Prm2,Prm3,Prm4,Lat,Lng,Alt
FMT, 146, 20, RAD, QBBBBBHH, TimeUS,RSSI,RemRSSI,TxBuf,Noise,RemNoise,RxErrors,Fixed
FMT, 148, 39, CAM, QIHLLeeccC, TimeUS,GPSTime,GPSWeek,Lat,Lng,Alt,RelAlt,Roll,Pitch,Yaw
FMT, 164, 29, ARSP, Qffcff, TimeUS,Airspeed,DiffPress,Temp,RawPress,Offset
FMT, 166, 25, CURR, QhhhHfh, TimeUS,Throttle,Volt,Curr,Vcc,CurrTot,Volt2
FMT, 165, 27, ATT, QccccCCCC, TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw
FMT, 167, 30, MAG, QhhhhhhhhhB, TimeUS,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOfsX,MOfsY,MOfsZ,Health
FMT, 170, 13, MODE, QMB, TimeUS,Mode,ModeNum
FMT, 131, 50, GPS2, QBIHBcLLeeEefB, TimeUS,Status,GMS,GWk,NSats,HDop,Lat,Lng,RAlt,Alt,Spd,GCrs,VZ,U
FMT, 136, 49, IMU2, QffffffIIfBB, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,ErrG,ErrA,Temp,GyHlt,AcHlt
FMT, 149, 49, IMU3, QffffffIIfBB, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,ErrG,ErrA,Temp,GyHlt,AcHlt
FMT, 139, 29, AHR2, QccCfLL, TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng
FMT, 180, 27, POS, QLLff, TimeUS,Lat,Lng,Alt,RelAlt
FMT, 140, 29, SIM, QccCfLL, TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng
FMT, 141, 47, EKF1, QccCffffffccc, TimeUS,Roll,Pitch,Yaw,VN,VE,VD,PN,PE,PD,GX,GY,GZ
FMT, 142, 30, EKF2, Qbbbcchhhhhh, TimeUS,Ratio,AZ1bias,AZ2bias,VWN,VWE,MN,ME,MD,MX,MY,MZ
FMT, 143, 31, EKF3, Qcccccchhhc, TimeUS,IVN,IVE,IVD,IPN,IPE,IPD,IMX,IMY,IMZ,IVT
FMT, 144, 31, EKF4, QcccccccbbBBH, TimeUS,SV,SP,SH,SMX,SMY,SMZ,SVT,OFN,EFE,FS,TS,SS
FMT, 150, 34, TERR, QBLLHffHH, TimeUS,Status,Lat,Lng,Spacing,TerrH,CHeight,Pending,Loaded
FMT, 151, 18, UBX1, QBHBBH, TimeUS,Instance,noisePerMS,jamInd,aPower,agcCnt
FMT, 152, 16, UBX2, QBbBbB, TimeUS,Instance,ofsI,magI,ofsQ,magQ
FMT, 153, 24, UBX3, QBfff, TimeUS,Instance,hAcc,vAcc,sAcc
FMT, 171, 42, GRAW, QIHBBddfBbB, TimeUS,WkMS,Week,numSV,sv,cpMes,prMes,doMes,mesQI,cno,lli
FMT, 172, 24, GRXH, QdHbBB, TimeUS,rcvTime,week,leapS,numMeas,recStat
FMT, 173, 41, GRXS, QddfBBBHBBBBB, TimeUS,prMes,cpMes,doMes,gnss,sv,freq,lock,cno,prD,cpD,doD,trk
FMT, 154, 19, ESC1, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 155, 19, ESC2, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 156, 19, ESC3, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 157, 19, ESC4, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 158, 19, ESC5, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 159, 19, ESC6, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 160, 19, ESC7, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 161, 19, ESC8, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 162, 28, EKF5, QBhhhcccCC, TimeUS,normInnov,FIX,FIY,AFI,HAGL,offset,RI,meaRng,errHAGL
FMT, 168, 30, MAG2, QhhhhhhhhhB, TimeUS,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOfsX,MOfsY,MOfsZ,Health
FMT, 169, 30, MAG3, QhhhhhhhhhB, TimeUS,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOfsX,MOfsY,MOfsZ,Health
FMT, 174, 31, ACC1, QQfff, TimeUS,SampleUS,AccX,AccY,AccZ
FMT, 175, 31, ACC2, QQfff, TimeUS,SampleUS,AccX,AccY,AccZ
FMT, 176, 31, ACC3, QQfff, TimeUS,SampleUS,AccX,AccY,AccZ
FMT, 177, 31, GYR1, QQfff, TimeUS,SampleUS,GyrX,GyrY,GyrZ
FMT, 178, 31, GYR2, QQfff, TimeUS,SampleUS,GyrX,GyrY,GyrZ
FMT, 179, 31, GYR3, QQfff, TimeUS,SampleUS,GyrX,GyrY,GyrZ
FMT, 181, 35, PIDR, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 182, 35, PIDP, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 183, 35, PIDY, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 184, 35, PIDA, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 185, 35, PIDS, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 163, 25, BAR2, Qffcf, TimeUS,Alt,Press,Temp,CRt
FMT, 186, 35, VIBE, QfffIII, TimeUS,VibeX,VibeY,VibeZ,Clip0,Clip1,Clip2
FMT, 187, 43, IMT, Qffffffff, TimeUS,DelT,DelvT,DelAX,DelAY,DelAZ,DelVX,DelVY,DelVZ
FMT, 188, 43, IMT2, Qffffffff, TimeUS,DelT,DelvT,DelAX,DelAY,DelAZ,DelVX,DelVY,DelVZ
FMT, 189, 43, IMT3, Qffffffff, TimeUS,DelT,DelvT,DelAX,DelAY,DelAZ,DelVX,DelVY,DelVZ
FMT, 190, 24, ORGN, QBLLe, TimeUS,Type,Lat,Lng,Alt
FMT, 191, 19, RPM, Qff, TimeUS,rpm1,rpm2
FMT, 2, 30, PM, QIHIhhhBH, TimeUS,LTime,MLC,gDt,GDx,GDy,GDz,I2CErr,INSErr
FMT, 3, 14, STRT, QBH, TimeUS,SType,CTot
FMT, 0, 27, CTUN, Qcccchhf, TimeUS,NavRoll,Roll,NavPitch,Pitch,ThrOut,RdrOut,AccY
FMT, 1, 33, NTUN, QCfccccfI, TimeUS,Yaw,WpDist,TargBrg,NavBrg,AltErr,Arspd,Alt,GSpdCM
FMT, 8, 31, SONR, QHfffBBf, TimeUS,DistCM,Volt,BaroAlt,GSpd,Thr,Cnt,Corr
FMT, 9, 14, ARM, QBH, TimeUS,ArmState,ArmChecks
FMT, 147, 27, ATRP, QBBcfff, TimeUS,Type,State,Servo,Demanded,Achieved,P
FMT, 10, 18, STAT, QBfBB, TimeUS,isFlying,isFlyProb,Armed,Safety
FMT, 11, 28, OF, QBffff, TimeUS,Qual,flowX,flowY,bodyX,bodyY
FMT, 6, 59, TECS, Qffffffffffff, TimeUS,h,dh,h_dem,dh_dem,sp_dem,sp,dsp,ith,iph,th,ph,dsp_dem
MSG, 3453000, ArduPlane V3.4.0 (368af2ce)
RCOU, 59795000, 1495, 1393, 1000, 1502, 1500, 1500, 1500, 1500, 1000, 1000, 1000, 1000
VIBE, 59795000, 0.005683829, 0.005821129, 0.005331416, 0, 0, 0
ATT, 59815000, 0.00, 0.70, 0.00, -2.34, 0.00, 83.80, 0.00, 0.00
PIDR, 59815000, -1.4, -1.088453, 0.7408429, -0.1801635, 0, 0
PIDP, 59815000, 4.684506, 3.642046, 5.382538, 0.6135, 0, 0
PIDY, 59815000, 0, 0, 0, 0, 0, 0
PIDS, 59815000, 0, 0, 0, 0, 0, 0
EKF1, 59815000, 0.70, -2.34, 83.80, 2.104916, 18.39398, 1.118193, 10.51328, 477.5803, -27.71214, 0.03, 0.02, 0.02
EKF2, 59815000, 49, 1, 1, 0.00, -0.16, 161, -3, -362, 0, 0, 0
EKF3, 59815000, -0.06, 0.00, 0.05, -0.18, 0.02, 0.17, 0, 0, 0, -0.01
EKF4, 59815000, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, 9023
AHR2, 59815000, 0.66, -2.29, 84.08, 58.32, 53.9467317, -1.059878
SIM, 59815000, 0.52, -2.45, 83.64, 57.15, 53.9467353, -1.0598174
POS, 59815000, 53.9467344, -1.0598215, 58.09, 27.71214
IMU, 59815000, 0.0004528373, 0.001129935, 0.01446782, -0.8600621, 0.1514061, -9.734356, 0, 0, 0, 1, 1
IMU2, 59815000, 0.0007658998, 0.0008908932, 0.01445207, -0.851082, 0.1406393, -9.731977, 0, 0, 0, 1, 1
IMT, 59815000, 0.02, 0.02, 9.056746E-06, 2.259871E-05, 0.0002893565, -0.01720124, 0.003028122, -0.1946871
IMT2, 59815000, 0.02, 0.02, 1.5318E-05, 1.781786E-05, 0.0002890414, -0.01702164, 0.002812786, -0.1946395
UBX3, 59815000, 0, 1.5, 2, 0.4
GPS, 59815000, 3, 338071416, 1895, 10, 1.21, 53.9467315, -1.0598778, 27.73, 57.38, 18.61, 83.21, 1.06, 1
SONR, 59815000, 0, 0, 27.94715, 18.62, 156, 0, 0
ATT, 59835000, 0.00, 0.69, 0.00, -2.33, 0.00, 83.81, 0.00, 0.00
PIDR, 59835000, -1.4, -1.087192, 0.7380689, -0.1849341, 0, 0
PIDP, 59835000, 4.684473, 3.6378, 5.391746, 0.6138298, 0, 0
PIDY, 59835000, 0, 0, 0, 0, 0, 0
PIDS, 59835000, 0, 0, 0, 0, 0, 0
EKF1, 59835000, 0.69, -2.33, 83.81, 2.099787, 18.38544, 1.118216, 10.55749, 477.948, -27.69088, 0.03, 0.02, 0.02
EKF2, 59835000, 49, 1, 1, 0.00, -0.16, 161, -3, -362, 0, 0, 0
EKF3, 59835000, -0.04, 0.00, 0.05, -0.13, 0.00, 0.19, 0, 0, 0, -0.01
EKF4, 59835000, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, 9023
AHR2, 59835000, 0.66, -2.29, 84.09, 58.32, 53.9467354, -1.0598214
SIM, 59835000, 0.52, -2.45, 83.65, 57.13, 53.9467353, -1.0598117
POS, 59835000, 53.9467348, -1.0598159, 58.07, 27.69088
IMU, 59835000, -9.184767E-05, 0.001085786, 0.01420934, -0.8519456, 0.147027, -9.723001, 0, 0, 0, 1, 1
IMU2, 59835000, 0.0003713997, 0.001837675, 0.01476182, -0.8605286, 0.1468761, -9.727419, 0, 0, 0, 1, 1
IMT, 59835000, 0.02, 0.02, -1.836953E-06, 2.171572E-05, 0.0002841867, -0.01703891, 0.002940539, -0.19446
IMT2, 59835000, 0.02, 0.02, 7.427994E-06, 3.67535E-05, 0.0002952364, -0.01721057, 0.002937521, -0.1945484
SONR, 59835000, 0, 0, 27.94715, 18.62, 156, 0, 0
ATT, 59855000, 0.00, 0.69, 0.00, -2.33, 0.00, 83.83, 0.00, 0.00
PIDR, 59855000, -1.38, -1.071661, 0.7353883, -0.178707, 0, 0
PIDP, 59855000, 4.664443, 3.622246, 5.400862, 0.6077825, 0, 0
PIDY, 59855000, 0, 0, 0, 0, 0, 0
PIDS, 59855000, 0, 0, 0, 0, 0, 0
EKF1, 59855000, 0.69, -2.33, 83.83, 2.094591, 18.37688, 1.118057, 10.60147, 478.3156, -27.66973, 0.03, 0.02, 0.02
EKF2, 59855000, 49, 1, 1, 0.00, -0.16, 161, -3, -362, 0, 0, 0
EKF3, 59855000, -0.04, 0.00, 0.05, -0.13, 0.00, 0.21, 0, 0, 0, -0.01
EKF4, 59855000, 0.01, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, 9023
AHR2, 59855000, 0.66, -2.29, 84.11, 58.32, 53.9467354, -1.0598214
SIM, 59855000, 0.51, -2.45, 83.67, 57.11, 53.9467353, -1.0598062
POS, 59855000, 53.9467352, -1.0598102, 58.04, 27.66973
IMU, 59855000, 9.328831E-05, 0.001457159, 0.01397635, -0.8634441, 0.1455922, -9.726992, 0, 0, 0, 1, 1
IMU2, 59855000, 0.0005225863, 0.001582293, 0.01442889, -0.8549442, 0.1431228, -9.732654, 0, 0, 0, 1, 1
IMT, 59855000, 0.02, 0.02, 1.865766E-06, 2.914318E-05, 0.0002795271, -0.01726888, 0.002911843, -0.1945398
IMT2, 59855000, 0.02, 0.02, 1.045173E-05, 3.164586E-05, 0.0002885779, -0.01709889, 0.002862455, -0.1946531
SONR, 59855000, 0, 0, 27.94715, 18.62, 156, 0, 0
ATT, 59875000, 0.00, 0.69, 0.00, -2.33, 0.00, 83.85, 0.00, 0.00
PIDR, 59875000, -1.38, -1.071661, 0.7326886, -0.1799773, 0, 0
PIDP, 59875000, 4.664418, 3.622226, 5.409972, 0.6073419, 0, 0
PIDY, 59875000, 0, 0, 0, 0, 0, 0
PIDS, 59875000, 0, 0, 0, 0, 0, 0
EKF1, 59875000, 0.69, -2.33, 83.85, 2.089536, 18.36858, 1.11788, 10.64547, 478.683, -27.64871, 0.03, 0.02, 0.02
EKF2, 59875000, 49, 1, 1, 0.00, -0.16, 161, -3, -362, 0, 0, 0
EKF3, 59875000, -0.04, 0.00, 0.05, -0.13, 0.00, 0.23, 0, 0, 0, -0.01
EKF4, 59875000, 0.01, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, 9023
AHR2, 59875000, 0.66, -2.28, 84.12, 58.32, 53.9467354, -1.0598214
SIM, 59875000, 0.51, -2.45, 83.68, 57.09, 53.9467353, -1.0598005
POS, 59875000, 53.9467356, -1.0598046, 58.02, 27.64871
IMU, 59875000, 0.001128274, 0.001413028, 0.01485528, -0.8444036, 0.1399826, -9.727983, 0, 0, 0, 1, 1
IMU2, 59875000, 0.0004085054, 0.001654232, 0.01376678, -0.8441491, 0.1506623, -9.726026, 0, 0, 0, 1, 1
IMT, 59875000, 0.02, 0.02, 2.256548E-05, 2.826057E-05, 0.0002971056, -0.01688807, 0.002799651, -0.1945596
IMT2, 59875000, 0.02, 0.02, 8.170107E-06, 3.308463E-05, 0.0002753356, -0.01688298, 0.003013246, -0.1945205
SONR, 59875000, 0, 0, 27.94715, 18.62, 156, 0, 0
ATT, 59895000, 0.00, 0.69, 0.00, -2.33, 0.00, 83.86, 0.00, 0.00
PIDR, 59895000, -1.38, -1.071661, 0.7299368, -0.1834549, 0, 0
PIDP, 59895000, 4.664398, 3.622211, 5.419081, 0.6072351, 0, 0
PIDY, 59895000, 0, 0, 0, 0, 0, 0
PIDS, 59895000, 0, 0, 0, 0, 0, 0
EKF1, 59895000, 0.69, -2.33, 83.86, 2.084525, 18.36021, 1.117538, 10.68937, 479.0502, -27.62781, 0.03, 0.02, 0.02
EKF2, 59895000, 49, 1, 1, 0.00, -0.16, 161, -3, -362, 0, 0, 0
EKF3, 59895000, -0.04, 0.00, 0.05, -0.13, 0.00, 0.25, 0, 0, 0, -0.01
EKF4, 59895000, 0.01, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, 9023
AHR2, 59895000, 0.66, -2.28, 84.14, 58.32, 53.9467354, -1.0598214
SIM, 59895000, 0.51, -2.45, 83.70, 57.07, 53.9467353, -1.059795
POS, 59895000, 53.946736, -1.059799, 58, 27.62781
IMU, 59895000, 0.0005364296, 0.00164033, 0.01488014, -0.8446189, 0.1454369, -9.727381, 0, 0, 0, 1, 1
IMU2, 59895000, 0.001381139, 0.001824071, 0.01402089, -0.8490248, 0.1408122, -9.73416, 0, 0, 0, 1, 1
IMT, 59895000, 0.02, 0.02, 1.072859E-05, 3.280661E-05, 0.0002976028, -0.01689238, 0.002908737, -0.1945476
IMT2, 59895000, 0.02, 0.02, 2.762277E-05, 3.648142E-05, 0.0002804179, -0.0169805, 0.002816244, -0.1946832
MAG, 59895000, -1, -165, -361, 4, 13, -14, 0, 0, 0, 1
MAG2, 59895000, -1, -165, -361, 4, 13, -14, 0, 0, 0, 1
ARSP, 59895000, 18.08842, 164.1206, 0.00, 164.1206, 2013.475
BARO, 59895000, 27.70656, 100640.8, 29.60, -0.9160777
TECS, 59895000, 27.62781, -1.117538, 19.99998, 0, 20.38813, 18.70011, -0.4527134, -0.2394571, 43.86203, 0.1680467, -0.06972466, 0
SONR, 59895000, 0, 0, 27.70656, 18.62, 156, 0, 0
CTUN, 59895000, 0.00, 0.69, 0.00, -2.33, 0, -26, 0.1454369
NTUN, 59895000, 83.86, 54.77003, 23.91, 23.86, -7.62, 18.35, 27.70656, 1861
RCIN, 59895000, 1500, 1500, 1000, 1500, 1800, 1000, 1000, 1800, 0, 0, 0, 0, 0, 0
RCOU, 59895000, 1495, 1393, 1000, 1502, 1500, 1500, 1500, 1500, 1000, 1000, 1000, 1000
VIBE, 59895000, 0.005559843, 0.00583274, 0.00502874, 0, 0, 0
ATT, 59915000, 0.00, 0.69, 0.00, -2.33, 0.00, 83.88, 0.00, 0.00
PIDR, 59915000, -1.38, -1.071661, 0.7271634, -0.1848924, 0, 0
PIDP, 59915000, 4.664381, 3.622197, 5.428167, 0.6057334, 0, 0
PIDY, 59915000, 0, 0, 0, 0, 0, 0
PIDS, 59915000, 0, 0, 0, 0, 0, 0
EKF1, 59915000, 0.69, -2.33, 83.88, 2.079416, 18.35135, 1.118062, 10.73312, 479.4168, -27.60572, 0.03, 0.02, 0.02
EKF2, 59915000, 49, 1, 1, 0.00, -0.16, 161, -3, -362, 0, 0, 0
EKF3, 59915000, -0.04, 0.00, 0.05, -0.13, 0.00, 0.03, 0, 0, 0, 0.05
EKF4, 59915000, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, 9023
AHR2, 59915000, 0.66, -2.28, 84.16, 58.08, 53.9467354, -1.0598214
SIM, 59915000, 0.51, -2.45, 83.71, 57.04, 53.9467353, -1.0597892
POS, 59915000, 53.9467364, -1.0597934, 57.98, 27.60572
IMU, 59915000, 0.0002447811, 0.0009842537, 0.01486988, -0.8567541, 0.1470082, -9.72478, 0, 0, 0, 1, 1
IMU2, 59915000, 0.00026054, 0.001154288, 0.01480826, -0.8429225, 0.1449991, -9.734328, 0, 0, 0, 1, 1
IMT, 59915000, 0.02, 0.02, 4.895622E-06, 1.968507E-05, 0.0002973975, -0.01713508, 0.002940164, -0.1944956
IMT2, 59915000, 0.02, 0.02, 5.2108E-06, 2.308576E-05, 0.0002961651, -0.01685845, 0.002899981, -0.1946866
SONR, 59915000, 0, 0, 27.70656, 18.62, 156, 0, 0
ATT, 59935000, 0.00, 0.69, 0.00, -2.33, 0.00, 83.90, 0.00, 0.00
PIDR, 59935000, -1.38, -1.07842, 0.7244359, -0.1818297, 0, 0
PIDP, 59935000, 4.66438, 3.645044, 5.437444, 0.6184685, 0, 0
PIDY, 59935000, 0, 0, 0, 0, 0, 0
PIDS, 59935000, 0, 0, 0, 0, 0, 0
EKF1, 59935000, 0.69, -2.33, 83.90, 2.074529, 18.34285, 1.118489, 10.77681, 479.7837, -27.58373, 0.03, 0.02, 0.02
EKF2, 59935000, 49, 1, 1, 0.00, -0.16, 161, -3, -362, 0, 0, 0
EKF3, 59935000, -0.04, 0.00, 0.05, -0.13, 0.00, 0.05, 0, 0, 0, 0.05
EKF4, 59935000, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, 9023
AHR2, 59935000, 0.66, -2.28, 84.17, 58.08, 53.9467354, -1.0598214
SIM, 59935000, 0.51, -2.45, 83.73, 57.02, 53.9467353, -1.0597838
POS, 59935000, 53.9467368, -1.0597878, 57.96, 27.58373
IMU, 59935000, 0.001601726, 0.001426701, 0.0148127, -0.8571832, 0.1386748, -9.723327, 0, 0, 0, 1, 1
IMU2, 59935000, 0.0006425167, 0.0007348043, 0.01457119, -0.8467535, 0.1356493, -9.737491, 0, 0, 0, 1, 1
IMT, 59935000, 0.02, 0.02, 3.203452E-05, 2.853402E-05, 0.0002962539, -0.01714366, 0.002773497, -0.1944665
IMT2, 59935000, 0.02, 0.02, 1.285033E-05, 1.469609E-05, 0.0002914237, -0.01693507, 0.002712985, -0.1947498
SONR, 59935000, 0, 0, 27.70656, 18.62, 156, 0, 0
ATT, 59955000, 0.00, 0.68, 0.00, -2.33, 0.00, 83.91, 0.00, 0.00
PIDR, 59955000, -1.38, -1.07842, 0.7216087, -0.1884804, 0, 0
PIDP, 59955000, 4.664365, 3.645032, 5.44672, 0.618379, 0, 0
PIDY, 59955000, 0, 0, 0, 0, 0, 0
PIDS, 59955000, 0, 0, 0, 0, 0, 0
EKF1, 59955000, 0.68, -2.33, 83.91, 2.069467, 18.33449, 1.11903, 10.82027, 480.1504, -27.56185, 0.03, 0.02, 0.02
EKF2, 59955000, 49, 1, 1, 0.00, -0.16, 161, -3, -362, 0, 0, 0
EKF3, 59955000, -0.04, 0.00, 0.05, -0.13, 0.00, 0.08, 0, 0, 0, 0.05
EKF4, 59955000, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, 9023
AHR2, 59955000, 0.66, -2.28, 84.19, 58.08, 53.9467354, -1.0598214
SIM, 59955000, 0.51, -2.45, 83.74, 57, 53.9467353, -1.0597779
POS, 59955000, 53.9467372, -1.0597822, 57.94, 27.56185
IMU, 59955000, 0.0005061131, 0.000765446, 0.01406875, -0.8454944, 0.1369538, -9.721351, 0, 0, 0, 1, 1
IMU2, 59955000, 0.0006506494, 0.001228867, 0.01488188, -0.8488296, 0.1430559, -9.720446, 0, 0, 0, 1, 1
IMT, 59955000, 0.02, 0.02, 1.012226E-05, 1.530892E-05, 0.000281375, -0.01690989, 0.002739075, -0.194427
IMT2, 59955000, 0.02, 0.02, 1.301299E-05, 2.457733E-05, 0.0002976377, -0.01697659, 0.002861119, -0.1944089
SONR, 59955000, 0, 0, 27.70656, 18.62, 156, 0, 0
ATT, 59975000, 0.00, 0.68, 0.00, -2.33, 0.00, 83.93, 0.00, 0.00
PIDR, 59975000, -1.36, -1.062791, 0.7188839, -0.1816505, 0, 0
PIDP, 59975000, 4.664344, 3.645015, 5.456005, 0.6190163, 0, 0
PIDY, 59975000, 0, 0, 0, 0, 0, 0
PIDS, 59975000, 0, 0, 0, 0, 0, 0
EKF1, 59975000, 0.68, -2.33, 83.93, 2.064424, 18.32616, 1.119316, 10.86377, 480.5169, -27.54007, 0.03, 0.02, 0.02
EKF2, 59975000, 49, 1, 1, 0.00, -0.16, 161, -3, -362, 0, 0, 0
EKF3, 59975000, -0.04, 0.00, 0.05, -0.13, 0.00, 0.10, 0, 0, 0, 0.05
EKF4, 59975000, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, 9023
AHR2, 59975000, 0.66, -2.28, 84.20, 58.08, 53.9467354, -1.0598214
SIM, 59975000, 0.51, -2.45, 83.76, 56.98, 53.9467353, -1.0597725
POS, 59975000, 53.9467375, -1.0597766, 57.92, 27.54007
IMU, 59975000, 0.001150215, 0.0006286607, 0.01369841, -0.844943, 0.1411279, -9.735641, 0, 0, 0, 1, 1
IMU2, 59975000, 0.0004281531, 0.0008356191, 0.01388469, -0.8438381, 0.1521407, -9.723735, 0, 0, 0, 1, 1
IMT, 59975000, 0.02, 0.02, 2.300431E-05, 1.257321E-05, 0.0002739682, -0.01689886, 0.002822559, -0.1947128
IMT2, 59975000, 0.02, 0.02, 8.563063E-06, 1.671238E-05, 0.0002776938, -0.01687676, 0.003042814, -0.1944747
SONR, 59975000, 0, 0, 27.70656, 18.62, 156, 0, 0
ATT, 59995000, 0.00, 0.68, 0.00, -2.33, 0.00, 83.94, 0.00, 0.00
PIDR, 59995000, -1.36, -1.062791, 0.716135, -0.1832625, 0, 0
PIDP, 59995000, 4.664324, 3.645, 5.465321, 0.6210415, 0, 0
PIDY, 59995000, 0, 0, 0, 0, 0, 0
PIDS, 59995000, 0, 0, 0, 0, 0, 0
EKF1, 59995000, 0.68, -2.33, 83.94, 2.059437, 18.31775, 1.119442, 10.90716, 480.8832, -27.51841, 0.03, 0.02, 0.02
EKF2, 59995000, 49, 1, 1, 0.00, -0.16, 161, -3, -362, 0, 0, 0
EKF3, 59995000, -0.04, 0.00, 0.05, -0.13, 0.00, 0.12, 0, 0, 0, 0.05
EKF4, 59995000, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, 9023
AHR2, 59995000, 0.65, -2.28, 84.22, 58.08, 53.9467354, -1.0598214
SIM, 59995000, 0.51, -2.45, 83.78, 56.96, 53.9467353, -1.0597668
POS, 59995000, 53.9467379, -1.059771, 57.89, 27.51841
IMU, 59995000, 0.0005587158, 0.0006231032, 0.01425309, -0.8482838, 0.1351532, -9.729822, 0, 0, 0, 1, 1
IMU2, 59995000, 0.000197515, 0.001258613, 0.01404216, -0.8484778, 0.1526078, -9.736396, 0, 0, 0, 1, 1
IMT, 59995000, 0.02, 0.02, 1.117432E-05, 1.246206E-05, 0.0002850617, -0.01696568, 0.002703065, -0.1945964
IMT2, 59995000, 0.02, 0.02, 3.9503E-06, 2.517226E-05, 0.0002808432, -0.01696956, 0.003052156, -0.1947279
MAG, 59995000, -2, -165, -361, 4, 13, -14, 0, 0, 0, 1
MAG2, 59995000, -2, -165, -361, 4, 13, -14, 0, 0, 0, 1
ARSP, 59995000, 18.52434, 172.1265, 0.00, 172.1265, 2013.475
BARO, 59995000, 27.68195, 100641.1, 29.60, -0.7910172
TECS, 59995000, 27.51841, -1.119442, 19.99998, 0, 20.38813, 18.65391, -0.4508817, -0.2406189, 42.78619, 0.172312, -0.0708439, 0
SONR, 59995000, 0, 0, 27.68195, 18.62, 156, 0, 0
CURR, 59995000, 0, 1258, 0, 5000, 152.3628, 0
TERR, 59995000, 2, 53.9467379, -1.059771, 100, 13.5885, 24.39117, 0, 336
STAT, 59995000, 1, 0.9999973, 1, 0
CTUN, 59995000, 0.00, 0.68, 0.00, -2.33, 0, -26, 0.1351532
NTUN, 59995000, 83.94, 56.61636, 23.91, 23.86, -7.51, 18.40, 27.68195, 1861
RCIN, 59995000, 1500, 1500, 1000, 1500, 1800, 1000, 1000, 1800, 0, 0, 0, 0, 0, 0
RCOU, 59995000, 1495, 1392, 1000, 1502, 1500, 1500, 1500, 1500, 1000, 1000, 1000, 1000
VIBE, 59995000, 0.004711882, 0.005769107, 0.005619992, 0, 0, 0
ATT, 60015000, 0.00, 0.68, 0.00, -2.33, 0.00, 83.96, 0.00, 0.00
PIDR, 60015000, -1.36, -1.062791, 0.7134332, -0.1801171, 0, 0
